epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11599.4,0,63.9288,0,0,0,0,0,0,3.72278,0,8.32222e-05,8.32222e-05,8.32222e-05
